time,emotion
2025-11-26 22:10:32,Calm
2025-11-26 22:10:33,Calm
2025-11-26 22:10:33,Calm
2025-11-26 22:10:33,Calm
2025-11-26 22:10:34,Calm
2025-11-26 22:10:34,Calm
2025-11-26 22:10:35,Surprised
2025-11-26 22:10:35,Surprised
2025-11-26 22:10:35,Surprised
2025-11-26 22:10:36,Angry
2025-11-26 22:10:36,Calm
2025-11-26 22:10:36,Calm
2025-11-26 22:10:37,Happy
2025-11-26 22:10:37,Happy
2025-11-26 22:10:37,Happy
2025-11-26 22:10:38,Happy
2025-11-26 22:10:38,Sad
2025-11-26 22:10:38,Calm
2025-11-26 22:10:39,Calm
2025-11-26 22:10:39,Calm
2025-11-26 22:10:39,Calm
2025-11-26 22:10:40,Calm
2025-11-26 22:10:40,Calm
2025-11-26 22:10:40,Calm
2025-11-26 22:10:41,Calm
2025-11-26 22:10:41,Calm
2025-11-26 22:10:41,Calm
2025-11-26 22:10:42,Calm
2025-11-26 22:10:42,Calm
2025-11-26 22:10:42,Calm
2025-11-26 22:10:43,Calm
2025-11-26 22:10:43,Calm
2025-11-26 22:10:43,Calm
2025-11-26 22:10:44,Surprised
2025-11-26 22:10:44,Calm
2025-11-26 22:10:44,Calm
2025-11-26 22:10:45,Surprised
2025-11-26 22:10:45,Calm
2025-11-26 22:10:46,Calm
2025-11-26 22:10:46,Calm
2025-11-26 22:10:46,Calm
2025-11-26 22:10:47,Calm
2025-11-26 22:10:47,Calm
2025-11-26 22:10:48,Calm
2025-11-26 22:10:48,Calm
2025-11-26 22:10:48,Calm
2025-11-26 22:10:49,Calm
2025-11-26 22:10:49,Calm
2025-11-26 22:16:43,Calm
2025-11-26 22:16:43,Calm
2025-11-26 22:16:44,Calm
2025-11-26 22:16:44,Calm
2025-11-26 22:16:44,Calm
2025-11-26 22:16:45,Sad
2025-11-26 22:16:45,Sad
2025-11-26 22:16:46,Calm
2025-11-26 22:16:46,Calm
2025-11-26 22:16:46,Calm
2025-11-26 22:16:47,Calm
2025-11-26 22:16:47,Calm
2025-11-26 22:16:47,Calm
2025-11-26 22:16:48,Calm
2025-11-26 22:16:48,Calm
2025-11-26 22:16:48,Sad
2025-11-26 22:16:49,Calm
2025-11-26 22:16:49,Happy
2025-11-26 22:16:49,Happy
2025-11-26 22:16:50,Happy
2025-11-26 22:16:50,Sad
2025-11-26 22:16:51,Calm
2025-11-26 22:16:51,Angry
2025-11-26 22:16:51,Scared
2025-11-26 22:16:52,Happy
2025-11-26 22:16:52,Calm
2025-11-26 22:16:52,Happy
2025-11-26 22:16:52,Sad
2025-11-26 22:16:53,Sad
2025-11-26 22:16:53,Calm
2025-11-26 22:16:54,Sad
2025-11-26 22:16:54,Calm
2025-11-26 22:16:54,Sad
2025-11-26 22:16:55,Calm
2025-11-26 22:16:55,Happy
2025-11-26 22:16:55,Sad
2025-11-26 22:16:56,Sad
2025-11-26 22:16:56,Calm
2025-11-26 22:16:57,Calm
2025-11-26 22:16:57,Calm
2025-11-26 22:16:57,Calm
2025-11-26 22:16:58,Sad
2025-11-26 22:16:58,Sad
2025-11-26 22:16:58,Sad
2025-11-26 22:16:59,Sad
2025-11-26 22:22:29,Calm
2025-11-26 22:22:30,Sad
2025-11-26 22:22:30,Sad
2025-11-26 22:22:31,Calm
2025-11-26 22:22:31,Sad
2025-11-26 22:22:31,Sad
2025-11-26 22:22:32,Sad
2025-11-26 22:22:32,Calm
2025-11-26 22:22:32,Calm
2025-11-26 22:22:33,Calm
2025-11-26 22:22:33,Calm
2025-11-26 22:22:34,Calm
2025-11-26 22:22:34,Calm
2025-11-26 22:22:34,Calm
2025-11-26 22:22:35,Calm
2025-11-26 22:22:35,Calm
2025-11-26 22:22:35,Calm
2025-11-26 22:22:36,Sad
2025-11-26 22:22:36,Calm
2025-11-26 22:22:36,Happy
2025-11-26 22:22:37,Happy
2025-11-26 22:22:37,Happy
2025-11-26 22:22:37,Happy
2025-11-26 22:22:38,Calm
2025-11-26 22:22:38,Sad
2025-11-26 22:22:39,Calm
2025-11-26 22:22:39,Calm
2025-11-26 22:22:39,Sad
2025-11-26 22:28:47,Sad
2025-11-26 22:28:48,Sad
2025-11-26 22:28:48,Calm
2025-11-26 22:28:48,Calm
2025-11-26 22:28:49,Calm
2025-11-26 22:28:49,Calm
2025-11-26 22:28:49,Calm
2025-11-26 22:28:50,Sad
2025-11-26 22:28:50,Sad
2025-11-26 22:28:50,Sad
2025-11-26 22:28:51,Calm
2025-11-26 22:28:51,Calm
2025-11-26 22:28:52,Calm
2025-11-26 22:28:52,Calm
2025-11-26 22:28:52,Calm
2025-11-26 22:28:53,Calm
2025-11-26 22:28:53,Happy
2025-11-26 22:28:53,Happy
2025-11-26 22:28:54,Happy
2025-11-26 22:28:54,Happy
2025-11-26 22:28:55,Happy
2025-11-26 22:28:55,Sad
2025-11-26 22:28:55,Sad
2025-11-26 22:29:34,Calm
2025-11-26 22:29:35,Sad
2025-11-26 22:29:35,Angry
2025-11-26 22:29:36,Sad
2025-11-26 22:29:36,Sad
2025-11-26 22:29:37,Sad
2025-11-26 22:29:37,Sad
2025-11-26 22:29:37,Sad
2025-11-26 22:29:38,Sad
2025-11-26 22:29:38,Happy
2025-11-26 22:29:38,Happy
2025-11-26 22:29:39,Happy
2025-11-26 22:29:39,Happy
2025-11-26 22:29:39,Calm
2025-11-26 22:29:40,Sad
2025-11-26 22:29:40,Sad
2025-11-26 22:29:40,Sad
2025-11-26 22:29:41,Sad
2025-11-26 22:33:11,Calm
2025-11-26 22:33:12,Calm
2025-11-26 22:33:12,Calm
2025-11-26 22:33:13,Calm
2025-11-26 22:33:13,Calm
2025-11-26 22:33:13,Calm
2025-11-26 22:33:14,Calm
2025-11-26 22:33:14,Calm
2025-11-26 22:33:14,Sad
2025-11-26 22:33:15,Sad
2025-11-26 22:33:15,Sad
2025-11-26 22:33:16,Sad
2025-11-26 22:33:16,Happy
2025-11-26 22:33:16,Happy
2025-11-26 22:33:17,Happy
2025-11-26 22:33:17,Happy
2025-11-26 22:33:17,Angry
2025-11-26 22:33:18,Surprised
2025-11-26 22:33:19,Surprised
2025-11-26 22:33:19,Scared
2025-11-26 22:33:19,Surprised
2025-11-26 22:33:20,Sad
2025-11-26 22:33:20,Sad
2025-11-26 22:33:20,Sad
2025-11-26 22:33:21,Sad
2025-11-26 22:33:21,Sad
2025-11-26 22:33:21,Sad
2025-11-26 22:33:22,Sad
2025-11-26 22:33:22,Sad
2025-11-26 22:33:22,Calm
2025-11-26 22:33:23,Sad
2025-11-26 22:33:23,Calm
2025-11-26 22:33:23,Sad
2025-11-26 22:33:24,Sad
2025-11-26 22:34:15,Calm
2025-11-26 22:34:16,Sad
2025-11-26 22:34:16,Sad
2025-11-26 22:34:16,Calm
2025-11-26 22:34:17,Happy
2025-11-26 22:34:17,Happy
2025-11-26 22:34:18,Happy
2025-11-26 22:34:20,Sad
2025-11-26 22:34:21,Sad
2025-11-26 22:34:21,Calm
2025-11-26 22:34:21,Sad
2025-11-26 22:34:22,Calm
2025-11-26 22:34:22,Surprised
2025-11-26 22:34:22,Scared
2025-11-26 22:34:23,Happy
2025-11-26 22:34:23,Happy
2025-11-26 22:34:23,Happy
2025-11-26 22:34:24,Happy
2025-11-26 22:34:24,Happy
2025-11-26 22:34:25,Happy
2025-11-26 22:34:25,Angry
2025-11-26 22:34:25,Angry
2025-11-26 22:34:26,Angry
2025-11-26 22:34:26,Angry
2025-11-26 22:34:26,Angry
2025-11-26 22:34:27,Sad
2025-11-26 22:34:27,Sad
2025-11-26 22:34:27,Sad
2025-11-26 22:34:28,Calm
2025-11-26 22:34:28,Calm
2025-11-26 22:37:43,Sad
2025-11-26 22:37:44,Sad
2025-11-26 22:37:44,Sad
2025-11-26 22:37:44,Sad
2025-11-26 22:37:45,Sad
2025-11-26 22:37:45,Happy
2025-11-26 22:37:45,Happy
2025-11-26 22:37:46,Happy
2025-11-26 22:37:46,Happy
2025-11-26 22:37:46,Calm
2025-11-26 22:37:47,Calm
2025-11-26 22:37:47,Calm
2025-11-26 22:37:48,Sad
2025-11-26 22:37:48,Calm
2025-11-26 22:37:48,Happy
2025-11-26 22:37:49,Disgusted
2025-11-26 22:37:49,Disgusted
2025-11-26 22:37:49,Angry
2025-11-26 22:37:50,Angry
2025-11-26 22:37:50,Disgusted
2025-11-26 22:37:50,Sad
2025-11-26 22:37:51,Sad
2025-11-26 22:37:51,Sad
2025-11-26 22:37:51,Sad
2025-11-26 22:46:30,Calm
2025-11-26 22:46:31,Calm
2025-11-26 22:46:31,Calm
2025-11-26 22:46:31,Calm
2025-11-26 22:46:32,Calm
2025-11-26 22:46:32,Calm
2025-11-26 22:46:33,Calm
2025-11-26 22:46:33,Calm
2025-11-26 22:46:33,Calm
2025-11-26 22:46:34,Happy
2025-11-26 22:46:34,Happy
2025-11-26 22:46:34,Happy
2025-11-26 22:46:35,Happy
2025-11-26 22:46:35,Happy
2025-11-26 22:46:35,Sad
2025-11-26 22:46:36,Sad
2025-11-26 22:46:36,Sad
2025-11-26 22:46:36,Sad
2025-11-26 22:46:37,Sad
2025-11-26 22:46:37,Sad
2025-11-26 22:46:37,Angry
2025-11-26 22:46:38,Sad
2025-11-26 22:46:38,Sad
2025-11-26 22:47:02,Sad
2025-11-26 22:47:02,Calm
2025-11-26 22:47:02,Happy
2025-11-26 22:47:03,Calm
2025-11-26 22:47:03,Happy
2025-11-26 22:47:03,Happy
2025-11-26 22:47:04,Angry
2025-11-26 22:47:04,Happy
2025-11-26 22:47:04,Happy
2025-11-26 22:47:05,Happy
2025-11-26 22:47:05,Sad
2025-11-26 22:47:06,Sad
2025-11-26 22:47:06,Calm
2025-11-26 22:47:06,Calm
2025-11-26 22:47:07,Calm
2025-11-26 22:47:07,Calm
2025-11-26 22:47:07,Calm
2025-11-26 22:47:08,Sad
2025-11-26 22:47:08,Sad
2025-11-26 22:47:09,Sad
2025-11-26 22:47:09,Sad
2025-11-26 22:47:09,Sad
2025-11-26 22:47:10,Sad
2025-11-26 22:47:10,Sad
2025-11-26 22:47:10,Happy
2025-11-26 22:47:11,Calm
2025-11-26 22:47:11,Calm
2025-11-26 22:47:12,Calm
2025-11-26 22:47:12,Sad
2025-11-26 22:47:12,Sad
2025-11-26 22:47:13,Calm
2025-11-26 22:47:13,Sad
2025-11-26 22:47:14,Sad
2025-11-26 22:48:25,Calm
2025-11-26 22:48:25,Sad
2025-11-26 22:48:26,Calm
2025-11-26 22:48:26,Happy
2025-11-26 22:48:26,Happy
2025-11-26 22:48:27,Happy
2025-11-26 22:48:27,Happy
2025-11-26 22:48:27,Happy
2025-11-26 22:48:28,Happy
2025-11-26 22:48:28,Happy
2025-11-26 22:48:29,Happy
2025-11-26 22:48:29,Angry
2025-11-26 22:48:29,Calm
2025-11-26 22:48:30,Calm
2025-11-26 22:48:30,Calm
2025-11-26 22:48:30,Calm
2025-11-26 22:48:31,Sad
2025-11-26 22:59:37,Calm
2025-11-26 22:59:38,Calm
2025-11-26 22:59:38,Calm
2025-11-26 22:59:38,Calm
2025-11-26 22:59:39,Sad
2025-11-26 22:59:39,Sad
2025-11-26 22:59:39,Sad
2025-11-26 22:59:40,Sad
2025-11-26 22:59:40,Sad
2025-11-26 23:51:07,Calm
2025-11-26 23:51:07,Calm
2025-11-26 23:51:08,Calm
2025-11-26 23:51:08,Calm
2025-11-26 23:51:09,Calm
2025-11-26 23:51:09,Calm
2025-11-26 23:51:09,Calm
2025-11-26 23:51:10,Sad
2025-11-26 23:51:10,Sad
2025-11-26 23:51:10,Sad
2025-11-26 23:51:11,Calm
2025-11-26 23:51:11,Sad
2025-11-26 23:51:11,Sad
2025-11-26 23:51:12,Sad
2025-11-26 23:51:12,Sad
2025-11-26 23:51:13,Sad
2025-11-26 23:51:13,Sad
2025-11-26 23:51:13,Sad
2025-11-26 23:51:14,Sad
2025-11-26 23:51:14,Happy
2025-11-26 23:51:14,Happy
2025-11-26 23:51:15,Happy
2025-11-26 23:51:15,Happy
2025-11-26 23:51:15,Happy
2025-11-26 23:51:16,Happy
2025-11-26 23:51:16,Happy
2025-11-26 23:51:17,Happy
2025-11-26 23:51:17,Happy
2025-11-26 23:51:17,Happy
2025-11-26 23:56:55,Calm
2025-11-26 23:56:55,Calm
2025-11-26 23:56:56,Calm
2025-11-26 23:56:56,Calm
2025-11-26 23:56:56,Calm
2025-11-26 23:56:57,Happy
2025-11-26 23:56:57,Calm
2025-11-26 23:56:57,Calm
2025-11-26 23:56:58,Calm
2025-11-26 23:56:58,Calm
2025-11-26 23:56:59,Calm
2025-11-26 23:56:59,Calm
2025-11-26 23:56:59,Sad
2025-11-26 23:57:00,Angry
2025-11-26 23:57:00,Calm
2025-11-26 23:57:00,Calm
2025-11-26 23:57:01,Calm
2025-11-26 23:57:53,Calm
2025-11-26 23:57:53,Calm
2025-11-26 23:57:54,Calm
2025-11-26 23:57:54,Sad
2025-11-26 23:57:54,Happy
2025-11-26 23:57:55,Happy
2025-11-26 23:57:55,Happy
2025-11-26 23:57:56,Happy
2025-11-26 23:57:56,Happy
2025-11-26 23:57:56,Sad
2025-11-26 23:57:57,Sad
2025-11-26 23:57:57,Happy
2025-11-26 23:57:57,Happy
2025-11-26 23:57:58,Happy
2025-11-26 23:57:58,Happy
2025-11-26 23:57:58,Happy
2025-11-26 23:57:59,Sad
2025-11-26 23:57:59,Happy
2025-11-26 23:57:59,Happy
2025-11-26 23:58:00,Happy
2025-11-26 23:58:00,Angry
2025-11-26 23:58:01,Happy
2025-11-26 23:58:02,Happy
2025-11-26 23:58:02,Happy
2025-11-26 23:58:02,Sad
2025-11-26 23:58:03,Happy
2025-11-26 23:58:03,Sad
2025-11-26 23:58:03,Sad
2025-11-26 23:58:04,Sad
2025-11-26 23:58:04,Sad
2025-11-26 23:58:04,Sad
2025-11-26 23:58:05,Sad
2025-11-26 23:58:05,Sad
2025-11-26 23:58:05,Sad
2025-11-26 23:58:06,Sad
2025-11-26 23:58:06,Sad
2025-11-26 23:58:07,Sad
2025-11-26 23:58:07,Sad
2025-11-26 23:58:07,Sad
2025-11-26 23:58:08,Sad
2025-11-26 23:58:08,Sad
2025-11-27 00:00:38,Calm
2025-11-27 00:00:38,Calm
2025-11-27 00:00:38,Calm
2025-11-27 00:00:39,Calm
2025-11-27 00:00:39,Calm
2025-11-27 00:00:39,Calm
2025-11-27 00:00:39,Calm
2025-11-27 00:00:40,Calm
2025-11-27 00:00:40,Calm
2025-11-27 00:00:40,Calm
2025-11-27 00:00:41,Calm
2025-11-27 00:00:41,Calm
2025-11-27 00:00:41,Calm
2025-11-27 00:00:42,Calm
2025-11-27 00:00:42,Calm
2025-11-27 00:00:43,Calm
2025-11-27 00:00:43,Happy
2025-11-27 00:00:44,Happy
2025-11-27 00:00:44,Calm
2025-11-27 00:00:45,Happy
2025-11-27 00:00:45,Calm
2025-11-27 00:00:45,Calm
2025-11-27 00:00:46,Calm
2025-11-27 00:00:46,Calm
2025-11-27 00:00:47,Calm
2025-11-27 00:00:47,Disgusted
2025-11-27 00:00:48,Scared
2025-11-27 00:00:48,Calm
2025-11-27 00:00:48,Calm
2025-11-27 00:00:49,Calm
2025-11-27 00:00:49,Calm
2025-11-27 00:00:49,Calm
2025-11-27 00:00:50,Calm
2025-11-27 00:00:50,Calm
2025-11-27 00:00:51,Calm
2025-11-27 00:00:51,Calm
2025-11-27 00:00:51,Calm
2025-11-27 00:00:52,Calm
2025-11-27 00:00:52,Calm
2025-11-27 00:00:53,Calm
2025-11-27 00:00:53,Calm
2025-11-27 00:00:53,Calm
2025-11-27 00:00:54,Calm
2025-11-27 00:00:54,Calm
2025-11-27 00:00:54,Calm
2025-11-27 00:00:55,Calm
2025-11-27 00:00:55,Calm
2025-11-27 00:00:55,Calm
2025-11-27 00:00:56,Calm
2025-11-27 00:00:56,Calm
2025-11-27 00:00:56,Calm
2025-11-27 00:00:57,Calm
2025-11-27 00:03:18,Calm
2025-11-27 00:03:18,Calm
2025-11-27 00:03:18,Calm
2025-11-27 00:03:19,Calm
2025-11-27 00:03:19,Calm
2025-11-27 00:03:19,Calm
2025-11-27 00:03:20,Calm
2025-11-27 00:03:20,Calm
2025-11-27 00:03:21,Calm
2025-11-27 00:03:21,Calm
2025-11-27 00:03:21,Calm
2025-11-27 00:03:22,Happy
2025-11-27 00:03:22,Happy
2025-11-27 00:03:22,Happy
2025-11-27 00:03:23,Calm
2025-11-27 00:03:23,Calm
2025-11-27 00:03:23,Angry
2025-11-27 00:03:24,Angry
2025-11-27 00:03:24,Calm
2025-11-27 00:03:24,Calm
2025-11-27 00:03:25,Calm
2025-11-27 00:03:25,Calm
2025-11-27 00:03:25,Surprised
2025-11-27 00:03:26,Surprised
2025-11-27 00:03:26,Surprised
2025-11-27 00:03:27,Scared
2025-11-27 00:03:27,Surprised
2025-11-27 00:03:27,Calm
2025-11-27 00:03:28,Calm
2025-11-27 00:03:28,Calm
2025-11-27 00:03:28,Calm
2025-11-27 00:03:29,Scared
2025-11-27 00:03:29,Scared
2025-11-27 00:03:29,Calm
2025-11-27 00:03:30,Calm
2025-11-27 00:03:30,Calm
2025-11-27 00:03:30,Calm
2025-11-27 00:03:31,Calm
2025-11-27 00:03:31,Happy
2025-11-27 00:03:31,Happy
2025-11-27 00:03:32,Happy
2025-11-27 00:03:32,Calm
2025-11-27 00:03:32,Calm
2025-11-27 00:03:33,Calm
2025-11-27 00:03:33,Happy
2025-11-27 00:03:33,Happy
2025-11-27 00:03:34,Happy
2025-11-27 00:03:34,Happy
2025-11-27 00:03:34,Happy
2025-11-27 00:03:35,Calm
2025-11-27 00:03:35,Calm
2025-11-27 00:03:35,Calm
2025-11-27 08:42:20,Sad
2025-11-27 08:42:20,Sad
2025-11-27 08:42:21,Sad
2025-11-27 08:42:21,Calm
2025-11-27 08:42:21,Calm
2025-11-27 08:42:22,Happy
2025-11-27 08:42:22,Sad
2025-11-27 08:42:23,Sad
2025-11-27 08:42:23,Calm
2025-11-27 08:42:23,Calm
2025-11-27 08:42:24,Calm
2025-11-27 08:42:24,Calm
2025-11-27 08:42:24,Calm
2025-11-27 08:42:25,Calm
2025-11-27 08:42:25,Happy
2025-11-27 08:42:26,Happy
2025-11-27 08:42:26,Happy
2025-11-27 08:42:26,Happy
2025-11-27 08:42:27,Calm
2025-11-27 08:42:27,Sad
2025-11-27 08:42:27,Sad
2025-11-27 08:42:28,Sad
2025-11-27 08:42:28,Sad
2025-11-27 08:42:28,Calm
2025-11-27 08:42:29,Calm
2025-11-27 08:42:29,Calm
2025-11-27 08:42:30,Calm
2025-11-27 08:42:30,Angry
2025-11-27 08:42:30,Calm
2025-11-27 08:42:31,Angry
2025-11-27 08:42:31,Angry
2025-11-27 08:42:31,Angry
2025-11-27 08:42:32,Angry
2025-11-27 08:42:32,Angry
2025-11-27 08:42:33,Calm
2025-11-27 08:42:33,Surprised
2025-11-27 08:42:33,Calm
2025-11-27 08:42:34,Scared
2025-11-27 08:42:34,Happy
2025-11-27 08:42:34,Scared
2025-11-27 08:42:35,Scared
2025-11-27 08:42:35,Calm
2025-11-27 08:42:35,Sad
2025-11-27 08:42:36,Calm
2025-11-27 08:42:36,Calm
2025-11-27 08:42:37,Calm
2025-11-27 08:42:37,Calm
2025-11-27 08:42:37,Calm
2025-11-27 08:42:38,Calm
2025-11-27 08:42:38,Calm
2025-11-27 08:42:38,Calm
2025-11-27 08:42:39,Calm
2025-11-27 08:42:39,Calm
2025-11-27 08:42:40,Calm
2025-11-27 08:42:40,Calm
2025-11-27 08:42:40,Calm
2025-11-27 08:42:41,Calm
2025-11-27 08:42:41,Happy
2025-11-27 08:42:41,Happy
2025-11-27 08:42:42,Happy
2025-11-27 08:42:42,Happy
2025-11-27 08:42:42,Happy
2025-11-27 08:42:43,Calm
2025-11-27 08:42:43,Calm
2025-11-27 08:42:44,Sad
2025-11-27 08:42:44,Calm
2025-11-27 08:42:44,Sad
2025-11-27 08:42:44,Angry
2025-11-27 08:42:45,Sad
2025-11-27 08:42:45,Calm
2025-11-27 08:42:45,Calm
2025-11-27 08:42:46,Angry
2025-11-27 08:42:46,Sad
2025-11-27 08:42:47,Angry
2025-11-27 08:42:47,Sad
2025-11-27 08:42:47,Sad
2025-11-27 08:42:48,Angry
2025-11-27 08:42:48,Sad
2025-11-27 08:42:48,Sad
2025-11-27 08:42:49,Sad
2025-11-27 08:42:49,Calm
2025-11-27 08:42:50,Calm
2025-11-27 08:42:50,Calm
2025-11-27 08:42:50,Scared
2025-11-27 08:42:51,Calm
2025-11-27 08:42:51,Sad
2025-11-27 08:42:51,Sad
2025-11-27 08:42:52,Sad
2025-11-27 08:42:52,Sad
2025-11-27 08:42:53,Angry
2025-11-27 08:42:53,Sad
2025-11-27 08:42:53,Sad
2025-11-27 08:42:54,Scared
2025-11-27 08:42:54,Sad
2025-11-27 08:42:55,Sad
2025-11-27 08:42:55,Calm
2025-11-27 08:42:55,Calm
2025-11-27 08:42:56,Calm
2025-11-27 08:42:56,Calm
2025-11-27 08:42:56,Calm
2025-11-27 08:42:57,Sad
2025-11-27 08:42:57,Happy
2025-11-27 08:42:57,Happy
2025-11-27 08:42:58,Happy
2025-11-27 08:42:58,Happy
2025-11-27 08:42:59,Happy
2025-11-27 08:42:59,Happy
2025-11-27 08:42:59,Angry
2025-11-27 08:43:00,Happy
2025-11-27 08:43:00,Happy
2025-11-27 08:43:00,Calm
2025-11-27 08:43:01,Happy
2025-11-27 08:43:01,Happy
2025-11-27 08:43:02,Surprised
2025-11-27 08:43:02,Surprised
2025-11-27 08:43:02,Surprised
2025-11-27 08:43:03,Surprised
2025-11-27 08:43:03,Surprised
2025-11-27 08:43:04,Sad
2025-11-27 08:43:04,Sad
2025-11-27 08:43:04,Sad
2025-11-27 08:43:05,Sad
2025-11-27 08:43:05,Scared
2025-11-27 08:43:06,Happy
2025-11-27 08:43:06,Happy
2025-11-27 08:43:06,Happy
2025-11-27 08:43:07,Happy
2025-11-27 08:43:07,Sad
2025-11-27 08:43:07,Calm
2025-11-27 08:43:08,Calm
2025-11-27 08:43:08,Calm
2025-11-27 08:43:08,Calm
2025-11-27 08:43:09,Happy
2025-11-27 08:43:09,Happy
2025-11-27 08:43:10,Calm
2025-11-27 08:43:10,Calm
2025-11-27 08:43:10,Calm
2025-11-27 08:43:11,Calm
2025-11-27 08:43:11,Calm
2025-11-27 08:43:11,Calm
2025-11-27 08:43:12,Calm
2025-11-27 08:43:12,Sad
2025-11-27 08:43:12,Angry
2025-11-27 08:43:13,Calm
2025-11-27 08:43:13,Angry
2025-11-27 08:43:13,Sad
2025-11-27 08:43:14,Calm
2025-11-27 08:43:14,Sad
2025-11-27 08:43:14,Calm
2025-11-27 08:43:15,Calm
2025-11-27 08:43:15,Calm
2025-11-27 08:43:15,Sad
2025-11-27 08:43:16,Calm
2025-11-27 08:43:16,Calm
2025-11-27 08:43:17,Calm
2025-11-27 08:43:17,Calm
2025-11-27 08:43:17,Calm
2025-11-27 08:43:18,Calm
2025-11-27 08:43:18,Calm
2025-11-27 08:43:18,Calm
2025-11-27 08:43:19,Calm
2025-11-27 08:43:19,Calm
2025-11-27 08:43:19,Calm
2025-11-27 08:43:20,Calm
2025-11-27 08:43:20,Happy
2025-11-27 08:43:20,Happy
2025-11-27 08:43:21,Calm
2025-11-27 08:43:21,Calm
2025-11-27 08:43:22,Calm
2025-11-27 08:43:22,Calm
2025-11-27 08:43:22,Happy
2025-11-27 08:43:23,Happy
2025-11-27 08:43:23,Calm
2025-11-27 08:43:23,Happy
2025-11-27 08:43:24,Happy
2025-11-27 08:43:24,Happy
2025-11-27 08:43:24,Happy
2025-11-27 08:43:25,Happy
2025-11-27 08:43:25,Happy
2025-11-27 08:43:25,Happy
2025-11-27 08:43:26,Sad
2025-11-27 08:43:26,Scared
2025-11-27 08:43:27,Scared
2025-11-27 08:43:27,Calm
2025-11-27 08:43:27,Sad
2025-11-27 08:43:28,Calm
2025-11-27 08:43:28,Sad
2025-11-27 08:43:28,Sad
2025-11-27 08:43:29,Sad
2025-11-27 08:43:29,Happy
2025-11-27 08:43:30,Sad
2025-11-27 08:43:30,Sad
2025-11-27 08:43:30,Calm
2025-11-27 08:43:31,Surprised
2025-11-27 08:43:31,Calm
2025-11-27 08:43:31,Sad
2025-11-27 08:43:32,Calm
2025-11-27 08:43:32,Calm
2025-11-27 08:43:33,Calm
2025-11-27 08:43:33,Surprised
2025-11-27 08:43:33,Scared
2025-11-27 08:43:34,Scared
2025-11-27 08:43:34,Sad
2025-11-27 08:43:34,Scared
2025-11-27 08:43:34,Sad
2025-11-27 08:43:35,Sad
2025-11-27 08:43:35,Sad
2025-11-27 08:43:35,Calm
2025-11-27 08:43:35,Angry
2025-11-27 08:43:36,Sad
2025-11-27 08:43:36,Sad
2025-11-27 08:43:37,Calm
2025-11-27 08:43:37,Calm
